text,author,likes,replyCount,encoded
"Wow, Trump's imagination is truly next level! From a war zone straight to a five-star resort. Maybe next, he'll make an AI video about 'Trump Mars' – a red planet full of casinos and golf courses. Perhaps his AI forgot that Gaza has real people, not just empty land for billionaire experiments.",@tupaizdtupai9829,3,0,"[0.00713313, -0.046426237]"
Absolutely sickening!!!! Shame!!🤬Palestine will be free!!!!!🇵🇸✌,@grzegorzgreg09,1,0,"[-0.034234487, -0.0055028116]"
Kim Jun Trump,@Robin_Polarstern,1,0,"[-0.029872661, -0.056755587]"
Vollkommen GAGA!,@donnerwetter4753,0,0,"[-0.0004217475, -0.033521563]"
this is the most cringe think i have ever seen,@MackTheKnife149,1,0,"[0.013932667, -0.037264425]"
Perché non la fa in Germania dove sono i forni a gas li e il posto giusto per un bel resort 🏖️🏝️🛖🛟🎡🎢🎠🚀,@Rmtda,1,0,"[-0.0030855539, -0.015593548]"
He is an absolute wally,@ShaneC27,1,0,"[0.022757953, -0.03530208]"
Trump is a Businessman trying the “marketing” techniques that salesmen use .. the shock technique 😀 love the guy ❤️❤️❤️,@Abbtsmith0619,1,0,"[0.0019835597, -0.04583444]"
America wants to be the villain so baaaaad.,@kekguy,3,0,"[-0.0072331685, -0.02449368]"
TRUMP ❤❤❤,@Abbtsmith0619,3,0,"[-0.0053356173, -0.012674028]"
"I'm not going to lie. If I travel to Gaza for vacation, I will buy one of those golden statues as a souvenir.",@nighthunter3824,9,2,"[0.016556265, -0.03004069]"
This is a place where only 2.2 million Palestinians who talk about human rights are violating human rights today only Palestine,@RafsanPatwary-u6w,0,0,"[0.016792048, -0.039108995]"
This advertisement is an insult to the Palestinians who were kicked out of their land and were martyred by America and Israel,@hadilol,5,0,"[0.02540764, -0.024826001]"
We got this before gta6😂,@priyansh4747,0,0,"[-0.071145676, -0.0021695693]"
"who even thought of creating this advertisement, yet alone post it",@hadilol,3,0,"[0.020384228, -0.008855554]"
"who even thought of creating this advertisement, yet alone post it",@hadilol,59,3,"[0.020384228, -0.008855554]"
This advertisement is an insult to the Palestinians who were kicked out of their land and were martyred by America and Israel,@hadilol,13,0,"[0.02540764, -0.024826001]"
